Player,Overall_Tkl_90,Overall_TklW_90,Tkl_Def_3rd_90,Tkl_Mid_3rd_90,Tkl_Att_3rd_90,Dri_TklAtt_90,Interceptions_90,Tkl+Int_90,Blocks_90,Block_Sh_90,Block_Pass_90
Renato Tapia,3.1,1.4666666666666666,1.6666666666666667,1.1333333333333333,0.3,2.7666666666666666,1.7666666666666666,4.866666666666666,1.8666666666666667,0.43333333333333335,1.4333333333333333
Casemiro,1.9081272084805654,0.989399293286219,0.8480565371024735,0.8833922261484098,0.17667844522968199,1.519434628975265,1.448763250883392,3.3568904593639575,0.8833922261484098,0.38869257950530034,0.4946996466431095
Sergio Busquets,2.6086956521739126,1.5217391304347825,1.5527950310559004,0.9316770186335402,0.12422360248447203,2.2670807453416146,2.1739130434782608,4.782608695652174,1.5527950310559004,0.5279503105590062,1.0248447204968942
Fernando,2.25,1.25,0.75,1.0357142857142858,0.4642857142857143,2.7142857142857144,1.8928571428571428,4.142857142857143,0.9642857142857143,0.14285714285714285,0.8214285714285714
Igor Zubeldia,1.397058823529412,0.8823529411764706,0.5147058823529412,0.8088235294117647,0.07352941176470588,1.5441176470588236,0.8088235294117647,2.2058823529411766,0.8088235294117647,0.22058823529411764,0.5882352941176471
William Carvalho,1.055045871559633,0.7339449541284403,0.6880733944954128,0.36697247706422015,0.0,0.6422018348623852,0.5504587155963303,1.6055045871559632,0.9174311926605504,0.5963302752293578,0.3211009174311926
